model_scale,dataset,train_tokens,steps_required,activation,activation_display_name,optimizer,optimizer_display_name,method,method_display_name,runs_total,runs_reached_required_step,runs_stopped_early,runs_non_finite,endpoint_seed_count,validation_loss_mean,validation_loss_sample_std,matched_control_seed_count,matched_control_validation_loss_mean,lead_vs_matched_control_mean,lead_vs_matched_control_sample_std,exact_time_ratio_seed_count,exact_total_time_ratio_mean,exact_total_time_ratio_sample_std,total_seconds_mean,total_seconds_sample_std,mean_seconds_per_step,tokens_per_second_mean,status
12l_768d,c4_en,100000000,3050,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,4.494523666666667,0.021969776019189095,3,4.4823640000000005,-0.012159666666666643,0.007638019005824037,0,,,1599.6942701430137,10.728733029054268,0.4955591408930006,66126.22706029794,complete
12l_768d,c4_en,100000000,3050,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,4.4823640000000005,0.023339688001342142,0,,,,0,,,1471.6244161963114,231.07010452607256,0.4639755268349337,71809.9564361179,complete
12l_768d,c4_en,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,3.9188667138417563,0.014874631180230262,3,3.925105253855387,0.006238540013631185,0.006175794193452599,0,,,4471.025909913859,397.83341131727616,0.4630618094949261,71183.67869616764,complete
12l_768d,c4_en,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,3.925105253855387,0.01343408270854309,0,,,,0,,,4687.350267785019,964.5760965236802,0.4936975766999758,68698.40272001614,complete
12l_768d,dclm,100000000,3050,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,4.474236333333333,0.0041362009541765265,3,4.457165333333333,-0.01707099999999991,0.015279999116492103,0,,,1488.6505940296531,19.238032836766934,0.4599963881804459,71248.30330603062,complete
12l_768d,dclm,100000000,3050,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,4.457165333333333,0.012561597682354663,0,,,,0,,,2100.322426625993,65.97364468944325,0.669331316037529,48983.24903756138,complete
12l_768d,dclm,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,3.9912734826405845,0.026011288478298866,3,3.9972660541534424,0.005992571512858073,0.005918587307755003,0,,,4351.011355791164,438.2845235618715,0.4492749482423774,73427.88141285712,complete
12l_768d,dclm,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,3.9972660541534424,0.030471937588831963,0,,,,0,,,4283.82187449967,888.5555295728892,0.4497099097874955,74940.22953145175,complete
12l_768d,dolma_sample,100000000,3050,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,4.558567666666666,0.009267986530705059,3,4.544263,-0.014304666666666263,0.01314947057235888,0,,,1604.0208999353538,13.468355783010097,0.49685373700859276,65958.589577064,complete
12l_768d,dolma_sample,100000000,3050,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,4.544263,0.010820833563085776,0,,,,0,,,1614.8487406633405,227.72998885644031,0.5096450336128573,65281.71340753584,complete
12l_768d,dolma_sample,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,3.8477887312571206,0.0047081134580108305,3,3.858114322026571,0.01032559076944987,0.005780742010196095,0,,,4408.642372990842,352.079144153038,0.4562485927773352,72159.82128500787,complete
12l_768d,dolma_sample,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,3.858114322026571,0.01006635782807422,0,,,,0,,,4677.653335210052,1261.8565822607457,0.49372128971716744,69498.07835771308,complete
12l_768d,fineweb,100000000,3050,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,4.521560333333333,0.011976259196148724,3,4.516342000000001,-0.0052183333333329545,0.015281093230961246,0,,,1578.0623049449641,24.963837672581693,0.4878590866979533,67175.61729281319,complete
12l_768d,fineweb,100000000,3050,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,4.516342000000001,0.02635840867730823,0,,,,0,,,1571.125687061615,315.2284441245295,0.49708462870528397,68183.82599613619,complete
12l_768d,fineweb,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,3.999136288960775,0.011036074435831785,3,4.006566683451335,0.0074303944905598955,0.0028987728310197716,0,,,4282.498070451315,291.15115895518215,0.44301695472107044,74205.58784109804,complete
12l_768d,fineweb,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,4.006566683451335,0.012834417049844914,0,,,,0,,,4181.881345324684,370.7981110074531,0.43853062612944854,75078.58653458358,complete
12l_768d,fineweb_edu,100000000,3050,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,4.287684,0.01992574889433269,3,4.278737666666667,-0.008946333333332982,0.019849906204648056,0,,,1533.298013262994,49.947655980221896,0.473998053653049,69181.0794289486,complete
12l_768d,fineweb_edu,100000000,3050,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,4.278737666666667,0.024267205779267605,0,,,,0,,,2073.633942141993,28.92425064603418,0.6618917400705168,49511.90363228976,complete
12l_768d,fineweb_edu,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,3.737328052520752,0.018697841195077065,3,3.745389461517334,0.008061408996582031,0.007323180519498363,0,,,4682.026199577337,147.24740929862753,0.48521044245260475,67576.28490255868,complete
12l_768d,fineweb_edu,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,3.745389461517334,0.01700591224760704,0,,,,0,,,4367.642514802002,773.4839420708465,0.45853850633196713,72920.36506967242,complete
18l_1024d,c4_en,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,1,0,0,1,3.8594088554382324,,1,3.860654354095459,0.0012454986572265625,,1,1.2414031675299178,,9189.718238065,,0.9696466703421832,33793.75292284183,incomplete
18l_1024d,c4_en,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,1,0,0,1,3.860654354095459,,0,,,,0,,,7402.686313706,,0.7914820312579637,41400.813544584555,incomplete
18l_1024d,dclm,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,3.977360645929972,0.027844079433844236,3,3.976129690806071,-0.0012309551239013672,0.0054379459560211065,3,1.1939231862493482,0.05386427691599134,8811.361037093,306.6093793926817,0.9356594829005083,35045.69891787564,complete
18l_1024d,dclm,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,3.976129690806071,0.0288292504124761,0,,,,0,,,7382.849352287333,120.92606389048825,0.791230293604527,41420.8506595783,complete
18l_1024d,dolma_sample,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,3.7922908465067544,0.0220639886119149,2,3.783752679824829,-0.002371668815612793,0.003930615092125977,2,1.1478873161564702,0.00277302584202382,8529.897392450666,19.554577567462086,0.9080284887255367,36087.02816306381,complete
18l_1024d,dolma_sample,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,2,0,0,2,3.783752679824829,0.023372956310201393,0,,,,0,,,7421.239671668,14.434571867452208,0.7908771870725397,41433.02180303908,incomplete
18l_1024d,fineweb,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,2,0,0,2,3.9345113039016724,0.0037687711938441445,3,3.9355315367380777,0.0038421154022216797,0.0005526294776748425,2,1.1801200909079963,0.08158147390528138,8510.5369248095,5.848862189611331,0.9059274388746063,36170.67590118431,incomplete
18l_1024d,fineweb,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,3.9355315367380777,0.00539081138744579,0,,,,0,,,7299.922660308333,370.96915733172773,0.771453450263507,42520.124114247745,complete
18l_1024d,fineweb_edu,300000000,9150,rlb_fused_global_rational,GRAIN,muon,Muon,rlb_muon,GRAIN + Muon,3,3,0,0,3,3.678068161010742,0.011642604547815412,3,3.678304354349772,0.0002361933390299479,0.006884178867159915,2,1.1579285221373812,0.011454617731089979,13739.452831386334,8844.021250700096,1.4847622274494547,27961.30386354813,complete
18l_1024d,fineweb_edu,300000000,9150,silu,SwiGLU,muon,Muon,silu_muon,SwiGLU + Muon,3,3,0,0,3,3.678304354349772,0.015184051000118456,0,,,,0,,,8529.236357889944,1859.1626290431998,0.9197945488313731,36795.7011306405,complete
